BankID,BankName,AccountName,AccountNumber,AccountType,AccountTypeCode,AccountStatus,OpenDate,CloseDate,BaseCurrency,SettlementCurrency,InterestRate,InterestRateType,ElectronicStatementDelivery,Latest StatusChangeDate,Latest FromStatus,Latest ToStatus,BalanceType (Current),AsOfDate (Current),BalanceAmount (Current),BalanceCurrency (Current),Address Input,Address Line 1,Address Line 2,City,State or Province,Country,Postal Code,Zip5,Zip4
BANK5297,Bishop Inc,Paula Barnes,8288860069,Brokerage / Securities,AT004,Matured,20-11-2019,,USD,CAD,1.13,N/A,FALSE,13-06-2024,Inactive,Matured,Current Balance,09-10-2025,91708.74,USD,"76554 Steven Lodge Apt. 538, Youngburgh, MD 66479-7723",8693 Dana Ports Suite 552,Apt. 443,Youngburgh,MD,USA,66479-7723,66479,7723
BANK8081,Wilson-Mcintosh,Melissa Rogers,7532931843,Savings,AT002,Closed,31-03-2022,04-04-2025,USD,CAD,0.57,Fixed,TRUE,07-05-2023,Matured,Closed,Current Balance,09-10-2025,140548.94,USD,"6870 Hodges Drives, Sarashire, MH 74601-2260",221 Stuart Pines,Suite 828,Sarashire,MH,USA,74601-2260,74601,2260
BANK5516,Fischer-Perez,Mr. David Martinez MD,4228701840,Trust Account,AT009,Pending,02-07-2010,,USD,INR,7.43,Variable,FALSE,08-01-2022,Inactive,Pending,Available Balance,09-10-2025,177025.17,USD,"96566 Kelley Inlet Suite 160, Murraymouth, IN 53007-6628",28529 Amber Springs Apt. 963,Apt. 544,Murraymouth,IN,USA,53007-6628,53007,6628
BANK2870,Cox LLC,Holly Holmes,4926326629,Savings,AT002,Active,15-06-2013,,USD,USD,3.51,Variable,FALSE,09-08-2024,Pending,Active,Final Balance,09-10-2025,71098.23,USD,"76929 Lawson Divide, Matthewborough, NH 82443-6968",41462 Gardner Manors,Apt. 866,Matthewborough,NH,USA,82443-6968,82443,6968
BANK9053,"Jones, Frank and Reed",Zachary Grimes,3004314995,Loan,AT006,Inactive,24-01-2012,,USD,CAD,7.63,Fixed,FALSE,18-07-2025,Active,Inactive,Final Balance,09-10-2025,181136.33,USD,"46436 Hill Crossroad, Carrilloburgh, GA 18637-2003",5465 Tina Passage,,Carrilloburgh,GA,USA,18637-2003,18637,2003
BANK6472,Huang-Hunter,John Price,6799939135,Money Market,AT007,Pending,05-02-2007,,USD,INR,6.45,Variable,TRUE,10-12-2022,Inactive,Pending,Current Balance,09-10-2025,125177.72,USD,"77188 James Fort, Vasquezborough, AK 12470-5604",846 Keith Dam,,Vasquezborough,AK,USA,12470-5604,12470,5604
BANK4871,"Gilbert, Dennis and Davis",Ricardo Armstrong,6347875808,Credit Card Account,AT010,Pending,23-12-2016,,USD,GBP,7.55,Fixed,FALSE,09-10-2022,Pending,Pending,Current Balance,09-10-2025,106353.13,USD,"592 Cummings Divide Apt. 245, Jacquelineburgh, IN 27353-8889",59540 Lisa Hollow Suite 039,Apt. 911,Jacquelineburgh,IN,USA,27353-8889,27353,8889
BANK7454,Duncan and Sons,Darrell Johnson,1405543226,Mortgage Loan,AT011,Closed,06-02-2016,25-05-2022,USD,USD,1.78,Fixed,TRUE,09-02-2024,Active,Closed,Principal Owed,09-10-2025,90727.32,USD,"0215 Shaw Alley, New Steven, AR 85489-1830",1552 Larry Center Apt. 397,Apt. 612,New Steven,AR,USA,85489-1830,85489,1830
BANK7090,Frazier-Howard,Jason Young,2290075067,Mortgage Loan,AT011,Active,18-06-2008,,USD,GBP,6.48,Fixed,FALSE,12-10-2020,Pending,Active,Market Value,09-10-2025,136536.34,USD,"7135 Torres Prairie, Port Amy, AK 46323-8285",541 Serrano Causeway Apt. 198,,Port Amy,AK,USA,46323-8285,46323,8285
BANK3142,George Group,Casey Wright,5461476594,Trust Account,AT009,Pending,08-10-2009,,USD,GBP,2.83,N/A,FALSE,25-10-2022,Matured,Pending,Market Value,09-10-2025,143959.6,USD,"78967 Miller Fields Apt. 024, Port Kendra, RI 92107-5835",1816 Morgan Islands,Apt. 345,Port Kendra,RI,USA,92107-5835,92107,5835
BANK1029,"Hughes, Tucker and Freeman",Jacob Brown,6411127073,Custodial Account,AT008,Inactive,17-08-2011,,USD,GBP,2.43,Fixed,FALSE,16-04-2024,Matured,Inactive,Book Value,09-10-2025,105723.68,USD,"07788 Beverly Land, West Brendan, AS 29015-4973",199 Wong Islands,,West Brendan,AS,USA,29015-4973,29015,4973
BANK9730,"Faulkner, Mccullough and Sanchez",Sara Smith,9145630825,Money Market,AT007,Closed,13-06-2011,03-05-2015,USD,INR,3.07,Fixed,FALSE,21-10-2021,Inactive,Closed,Final Balance,09-10-2025,20925.5,USD,"23826 Kathleen Crossing Apt. 363, East Vanessa, NV 83850-8693",889 Collins Vista,,East Vanessa,NV,USA,83850-8693,83850,8693
BANK4005,Cherry and Sons,Leah Smith,8056702055,Checking,AT001,Pending,18-03-2012,,USD,EUR,7.02,Fixed,TRUE,27-09-2024,Matured,Pending,Principal Owed,09-10-2025,134332.11,USD,"396 Bernard Viaduct, West Marymouth, MA 28143-8331",5076 William Street Suite 339,,West Marymouth,MA,USA,28143-8331,28143,8331
BANK9112,Morgan Ltd,Savannah Martin,5024233103,Money Market,AT007,Inactive,18-10-2012,,USD,CAD,3.24,Fixed,FALSE,01-10-2022,Closed,Inactive,Current Balance,09-10-2025,144349.94,USD,"8962 Samantha Mews Suite 861, Taylorport, DC 56802-7825",7884 Hill Lights Suite 990,Apt. 908,Taylorport,DC,USA,56802-7825,56802,7825
BANK8718,Owen Inc,Dennis Novak,8293848578,Mortgage Loan,AT011,Closed,02-12-2016,08-04-2022,USD,USD,2.19,Variable,FALSE,27-07-2022,Active,Closed,Current Balance,09-10-2025,132582.69,USD,"9393 Hurst Port, Francobury, FM 74375-1174",05276 John Well Suite 541,Suite 586,Francobury,FM,USA,74375-1174,74375,1174
BANK9569,Long-Velazquez,Ann Mcmahon,4643282168,Trust Account,AT009,Active,13-04-2009,,USD,USD,3.95,N/A,TRUE,12-04-2022,Closed,Active,Final Balance,09-10-2025,85748.74,USD,"5272 Roger Islands Suite 305, Aprilport, NV 29356-2363",57967 John Meadow,,Aprilport,NV,USA,29356-2363,29356,2363
BANK4125,"Case, Lawrence and Hudson",Melissa Gomez,6133061330,Savings,AT002,Active,12-06-2020,,USD,USD,5.23,Variable,TRUE,30-10-2024,Pending,Active,Market Value,09-10-2025,149521.82,USD,"328 Charles Overpass Apt. 049, North Matthewside, HI 45984-7965",0727 Brittany Orchard Suite 771,,North Matthewside,HI,USA,45984-7965,45984,7965
BANK9619,Butler-Johnson,Cristian Berger,2193139546,CD (Certificate of Deposit),AT003,Inactive,06-01-2020,,USD,USD,3.47,Variable,TRUE,09-04-2023,Closed,Inactive,Available Balance,09-10-2025,109911.17,USD,"6342 Estrada Spurs, Ruiztown, PR 20040-9655",84704 Jesse Lane Apt. 336,Suite 082,Ruiztown,PR,USA,20040-9655,20040,9655
BANK3842,Vazquez and Sons,Michael Andrews,4529704253,CD (Certificate of Deposit),AT003,Inactive,11-08-2019,,USD,INR,7.84,Fixed,FALSE,09-07-2021,Active,Inactive,Available Balance,09-10-2025,173088.62,USD,"8520 Vincent Inlet, Port Brittanyberg, WV 86354-3812",93487 Deborah Avenue Apt. 434,,Port Brittanyberg,WV,USA,86354-3812,86354,3812
BANK8208,Wells-Brown,Michael Blair,5549493212,Credit Card Account,AT010,Inactive,07-04-2014,,USD,USD,5.2,N/A,TRUE,30-08-2022,Active,Inactive,Final Balance,09-10-2025,94965.03,USD,"857 Michaela Ridges, West Karen, ND 18551-6144",68260 Robert Fields,,West Karen,ND,USA,18551-6144,18551,6144
BANK8516,"Perez, Garcia and Smith",Hannah Cruz,8897246497,Mortgage Loan,AT011,Pending,17-06-2022,,USD,USD,7.18,N/A,TRUE,13-03-2025,Inactive,Pending,Current Balance,09-10-2025,58913.49,USD,"80639 Lori Meadows Suite 553, West Thomas, WY 46458-8507",919 Thomas Falls Apt. 750,Apt. 593,West Thomas,WY,USA,46458-8507,46458,8507
BANK9634,Allen-Price,Ryan Perez,4503532914,Brokerage / Securities,AT004,Closed,30-04-2019,07-03-2025,USD,USD,5.46,Fixed,TRUE,18-12-2023,Closed,Closed,Available Balance,09-10-2025,9195.83,USD,"508 Lisa Road Suite 425, Youngview, MP 49578-9335",59920 Kim Field Suite 573,Suite 034,Youngview,MP,USA,49578-9335,49578,9335
BANK6877,Douglas-Pratt,Elizabeth Smith,5574813099,Custodial Account,AT008,Active,14-06-2014,,USD,CAD,6.85,Variable,FALSE,18-03-2021,Active,Active,Final Balance,09-10-2025,49834.74,USD,"8889 Vicki Trail, South Brittany, MI 91363-2189",03518 Joshua Coves,,South Brittany,MI,USA,91363-2189,91363,2189
BANK5890,Johnson Ltd,Brian Harmon,4676942946,Brokerage / Securities,AT004,Active,01-12-2008,,USD,CAD,7.84,N/A,FALSE,28-11-2024,Active,Active,Available Balance,09-10-2025,96498.82,USD,"4983 Karl Village, Christopherburgh, NM 88498-7900",7762 Gutierrez Isle,Apt. 935,Christopherburgh,NM,USA,88498-7900,88498,7900
BANK2082,Sanchez and Sons,Amanda Greer,5152450418,Money Market,AT007,Inactive,25-05-2010,,USD,GBP,2.19,Fixed,TRUE,12-11-2022,Pending,Inactive,Current Balance,09-10-2025,131271.26,USD,"5072 Noble Throughway, Hoffmanbury, MP 22356-3923",59317 Aaron Mission,,Hoffmanbury,MP,USA,22356-3923,22356,3923
BANK4482,Smith-Phillips,Zachary Collins,5096378479,Loan,AT006,Matured,28-02-2020,,USD,USD,7.08,Variable,FALSE,05-05-2021,Active,Matured,Market Value,09-10-2025,169318.17,USD,"340 Gabrielle Isle, Jenniferfurt, PA 98375-5961",631 Cynthia Orchard,Suite 203,Jenniferfurt,PA,USA,98375-5961,98375,5961
BANK9801,"Beck, Welch and Nash",Carla Jacobs,4049160102,Trust Account,AT009,Inactive,09-12-2016,,USD,INR,7.35,Variable,FALSE,09-04-2024,Matured,Inactive,Final Balance,09-10-2025,65652.29,USD,"6396 Case Ville Suite 903, Justinbury, OH 20674-5981",028 Michael Throughway,,Justinbury,OH,USA,20674-5981,20674,5981
BANK4032,"Hernandez, Robinson and Camacho",Pamela Shannon,4359483084,Money Market,AT007,Closed,14-01-2014,22-01-2020,USD,EUR,5.29,Fixed,TRUE,30-07-2021,Closed,Closed,Book Value,09-10-2025,111383.31,USD,"898 Hicks Crossroad Apt. 941, South Cynthia, WV 44525-3157",7950 Castro Freeway,Suite 090,South Cynthia,WV,USA,44525-3157,44525,3157
BANK6015,"Mcmahon, Zimmerman and Wells",Katherine Dunn,6006652187,Checking,AT001,Active,27-03-2012,,USD,GBP,4.19,Variable,TRUE,06-04-2025,Matured,Active,Principal Owed,09-10-2025,165477.18,USD,"7184 Maynard Burgs, Laurashire, MA 94346-1957",267 Robert Plaza Suite 303,,Laurashire,MA,USA,94346-1957,94346,1957
BANK7177,"Calderon, Alexander and Williams",David Bailey,4975361938,Business Checking,AT005,Matured,22-02-2022,,USD,USD,5.63,N/A,TRUE,13-01-2024,Active,Matured,Final Balance,09-10-2025,72809.21,USD,"92877 Jennifer Fall, Ericfort, CA 11101-5667",4737 William Locks,,Ericfort,CA,USA,11101-5667,11101,5667
BANK7269,Fitzgerald Group,John Horne,6180302430,CD (Certificate of Deposit),AT003,Active,20-12-2022,,USD,GBP,6.93,Variable,FALSE,27-07-2025,Matured,Active,Final Balance,09-10-2025,1441.2,USD,"363 Robert Avenue Suite 692, Whitestad, AL 48783-8310",9425 Graham Causeway Apt. 518,Suite 528,Whitestad,AL,USA,48783-8310,48783,8310
BANK7335,"Garcia, Cook and Williams",Darrell Edwards,6708344888,Mortgage Loan,AT011,Matured,18-02-2006,,USD,CAD,2.24,Variable,TRUE,27-08-2025,Pending,Matured,Book Value,09-10-2025,140123.45,USD,"1851 Leach Lights Apt. 585, West Jeffrey, RI 13272-6549",628 Johnson Roads,,West Jeffrey,RI,USA,13272-6549,13272,6549
BANK8549,Sanchez-Mcdonald,Shannon Cross,7335649994,Checking,AT001,Active,11-05-2023,,USD,CAD,4.75,Variable,TRUE,21-12-2024,Active,Active,Current Balance,09-10-2025,94380.85,USD,"84808 Mendoza Throughway, Batesfort, GU 13937-4209",55577 Murray Pass Suite 697,,Batesfort,GU,USA,13937-4209,13937,4209
BANK3525,Snow-King,Kayla Price,7552679740,CD (Certificate of Deposit),AT003,Active,08-03-2009,,USD,GBP,5.21,Variable,TRUE,11-08-2025,Pending,Active,Current Balance,09-10-2025,107282.56,USD,"068 Stephanie Crossing, Sarastad, GU 10472-4498",37148 Terrell Greens,Suite 644,Sarastad,GU,USA,10472-4498,10472,4498
BANK5961,Goodwin-Trujillo,Deborah Wilson,5386046156,CD (Certificate of Deposit),AT003,Inactive,25-07-2006,,USD,INR,4.28,Variable,TRUE,18-08-2021,Inactive,Inactive,Market Value,09-10-2025,91162.71,USD,"7648 Zachary Stravenue, Jonathanhaven, ME 84444-2646",47533 Howard Glens Suite 826,Suite 534,Jonathanhaven,ME,USA,84444-2646,84444,2646
BANK8350,"Mcdonald, Beard and Duran",Kenneth Morales,8783816672,Mortgage Loan,AT011,Pending,10-11-2013,,USD,GBP,1.53,N/A,TRUE,17-08-2023,Inactive,Pending,Final Balance,09-10-2025,197395.64,USD,"1050 Shannon Ridge, Dannyton, OH 30313-7009",790 Mark Forges Apt. 398,,Dannyton,OH,USA,30313-7009,30313,7009
BANK4262,"Edwards, Duncan and Pittman",Jessica Ortiz,8989330491,Checking,AT001,Matured,03-06-2023,,USD,EUR,1.07,Variable,TRUE,10-12-2021,Active,Matured,Book Value,09-10-2025,134384.02,USD,"31601 Erickson Summit, Trujillomouth, NJ 69778-7555",73118 Christian Greens,,Trujillomouth,NJ,USA,69778-7555,69778,7555
BANK3649,Cook-Mccarthy,Guy Fuentes,8707579370,Credit Card Account,AT010,Inactive,17-04-2019,,USD,EUR,1.55,N/A,TRUE,14-08-2025,Active,Inactive,Current Balance,09-10-2025,81773.1,USD,"3166 Gates Summit Suite 204, Terryside, ID 30529-1748",3031 Hancock Canyon Suite 137,Suite 430,Terryside,ID,USA,30529-1748,30529,1748
BANK9059,Lewis Ltd,James Wright,9132779778,Trust Account,AT009,Pending,16-01-2018,,USD,EUR,1.42,N/A,FALSE,26-08-2025,Closed,Pending,Principal Owed,09-10-2025,130090.41,USD,"82332 Carrie Mall, Armstrongshire, OR 16051-6322",88069 Paula Creek,Apt. 970,Armstrongshire,OR,USA,16051-6322,16051,6322
