BankID,BankName,AccountName,AccountNumber,AccountType,AccountTypeCode,AccountStatus,OpenDate,CloseDate,BaseCurrency,SettlementCurrency,InterestRate,InterestRateType,ElectronicStatementDelivery,Latest StatusChangeDate,Latest FromStatus,Latest ToStatus,BalanceType (Current),AsOfDate (Current),BalanceAmount (Current),BalanceCurrency (Current),Address Input,Address Line 1,Address Line 2,City,State or Province,Country,Postal Code,Zip5,Zip4
BANK6569,"Martin, Clay and Cervantes",Jacob Martin,6804054405,Custodial Account,AT008,Inactive,09-05-2019,,USD,INR,2.57,Variable,FALSE,24-12-2024,Matured,Inactive,Current Balance,09-10-2025,70246.69,USD,"064 Donald Mews Apt. 468, Bellborough, LA 21556-6478",5334 Gonzales Harbors Apt. 383,Apt. 109,Bellborough,LA,USA,21556-6478,21556,6478
BANK3749,Owens-Kelly,Heather Taylor,6615192215,Custodial Account,AT008,Inactive,18-11-2010,,USD,EUR,3.78,Variable,TRUE,09-12-2022,Active,Inactive,Final Balance,09-10-2025,193897.35,USD,"0222 Heather Neck, East Danielmouth, PW 73798-5690",642 Lynn Ranch,Apt. 934,East Danielmouth,PW,USA,73798-5690,73798,5690
BANK3743,"Thomas, Ellis and Wood",Elizabeth Young,8246654532,Mortgage Loan,AT011,Pending,09-10-2007,,USD,EUR,4.09,N/A,TRUE,23-05-2023,Matured,Pending,Principal Owed,09-10-2025,22024.59,USD,"859 Kramer Hill Suite 994, New Eric, CT 95754-4419",47267 Alexis Extension,,New Eric,CT,USA,95754-4419,95754,4419
BANK6139,"Briggs, Cooper and Robbins",Thomas Richardson,7658445314,Brokerage / Securities,AT004,Active,23-09-2012,,USD,INR,0.68,Variable,TRUE,25-06-2021,Pending,Active,Final Balance,09-10-2025,184984.73,USD,"1505 Robert Ranch Apt. 259, Ortizberg, VI 99278-7878",68997 Willis Cape,Apt. 148,Ortizberg,VI,USA,99278-7878,99278,7878
BANK8886,"Young, Rodriguez and Baxter",Raymond Perry,7191802553,Mortgage Loan,AT011,Closed,03-10-2020,14-06-2023,USD,EUR,7.21,Variable,FALSE,15-03-2025,Active,Closed,Market Value,09-10-2025,106639.54,USD,"26165 Jones Wells, Hollowayville, VA 53533-8922",579 Ortega Cape Suite 727,,Hollowayville,VA,USA,53533-8922,53533,8922
BANK1016,Hayes Ltd,Elizabeth Petersen,5693509763,Checking,AT001,Active,05-01-2018,,USD,USD,3.56,N/A,FALSE,12-03-2021,Inactive,Active,Book Value,09-10-2025,7589.85,USD,"660 Munoz Bridge, North William, MO 66603-8301",997 Lynn Shore,Apt. 213,North William,MO,USA,66603-8301,66603,8301
BANK1364,Rodriguez-Fox,Erica Mueller,3252831120,Trust Account,AT009,Active,20-01-2021,,USD,CAD,3.58,Fixed,FALSE,20-07-2021,Inactive,Active,Available Balance,09-10-2025,129985.86,USD,"1710 Mark Flats Apt. 953, New Matthewburgh, MT 50136-1038",7650 Morris Junction Apt. 967,Apt. 119,New Matthewburgh,MT,USA,50136-1038,50136,1038
BANK6165,Jacobs-Perez,Terry Friedman,9240387278,Savings,AT002,Matured,15-02-2020,,USD,USD,3.52,N/A,FALSE,06-07-2025,Matured,Matured,Book Value,09-10-2025,65829.56,USD,"330 Amanda Tunnel, Kristinberg, IL 28405-6222",3671 Courtney Station Apt. 217,Suite 118,Kristinberg,IL,USA,28405-6222,28405,6222
BANK7963,Johnson-Ford,Alexa Jones,4972052534,Savings,AT002,Pending,09-11-2014,,USD,INR,6.32,N/A,FALSE,22-07-2023,Closed,Pending,Principal Owed,09-10-2025,45266.2,USD,"096 Baxter Via, Anthonystad, OK 66655-4649",1437 Christopher Circles Suite 492,Apt. 161,Anthonystad,OK,USA,66655-4649,66655,4649
BANK7936,Ball LLC,Jerry Scott,1533196447,Trust Account,AT009,Pending,18-07-2010,,USD,USD,3.99,Fixed,TRUE,31-07-2025,Active,Pending,Market Value,09-10-2025,197257.41,USD,"9490 Brian Land Suite 719, South Williamhaven, KS 23742-9961",0745 Turner Lake Suite 623,,South Williamhaven,KS,USA,23742-9961,23742,9961
BANK7183,Schwartz LLC,Donna Miller,9135806180,Custodial Account,AT008,Inactive,12-10-2012,,USD,GBP,5.12,N/A,TRUE,19-06-2024,Inactive,Inactive,Available Balance,09-10-2025,36102.82,USD,"9792 Kristin Mountain, Thomasfurt, ME 80249-1270",12647 Harris River,,Thomasfurt,ME,USA,80249-1270,80249,1270
BANK3887,Smith-Allen,Chris Lucas,2979704993,Credit Card Account,AT010,Closed,05-06-2013,21-08-2022,USD,USD,3.08,Variable,TRUE,30-03-2021,Closed,Closed,Final Balance,09-10-2025,58602.04,USD,"4284 Nicole Path Apt. 237, Markburgh, VT 43748-3624",6287 Massey Shore,Suite 050,Markburgh,VT,USA,43748-3624,43748,3624
BANK6699,Fernandez-Rhodes,Vincent Black,3367979904,Mortgage Loan,AT011,Matured,25-08-2015,,USD,EUR,1.88,Variable,TRUE,26-09-2024,Inactive,Matured,Current Balance,09-10-2025,117197.57,USD,"5804 Griffith Village Apt. 193, Mullinsberg, WI 63475-4666",31288 French Pine,Apt. 180,Mullinsberg,WI,USA,63475-4666,63475,4666
BANK2278,"Williams, Walker and Smith",Kyle Burton,7431328447,Savings,AT002,Pending,12-06-2018,,USD,USD,4.6,N/A,TRUE,07-12-2022,Active,Pending,Principal Owed,09-10-2025,190480.33,USD,"801 Zachary Views Apt. 501, Kellyside, LA 82389-7432",427 Myers Rue,Suite 429,Kellyside,LA,USA,82389-7432,82389,7432
BANK1038,Brown Inc,Melissa Miller,7774669536,Loan,AT006,Pending,21-11-2015,,USD,INR,0.36,N/A,FALSE,23-02-2021,Pending,Pending,Market Value,09-10-2025,192640.02,USD,"21524 Nancy Highway Suite 474, Janetland, NJ 65007-3848",342 Ellis Ford Apt. 072,Suite 112,Janetland,NJ,USA,65007-3848,65007,3848
BANK8970,"Benton, Fuller and Hardin",William Warren DDS,5281147785,Brokerage / Securities,AT004,Matured,15-11-2006,,USD,USD,0.11,N/A,TRUE,28-06-2021,Pending,Matured,Final Balance,09-10-2025,68006.33,USD,"4446 Nelson Neck, Powellport, FL 83888-9142",508 John Oval Apt. 120,,Powellport,FL,USA,83888-9142,83888,9142
BANK3834,"Robinson, Ramirez and Gross",Jimmy Park,2176651007,Trust Account,AT009,Pending,24-03-2023,,USD,GBP,6.4,Fixed,FALSE,17-03-2024,Active,Pending,Available Balance,09-10-2025,48276.98,USD,"419 Farley Loop Suite 826, South Michelletown, VI 97040-9998",731 Kelly Lane Apt. 238,Suite 991,South Michelletown,VI,USA,97040-9998,97040,9998
BANK2510,Alvarez-Baird,Sabrina Jackson,4571311479,Custodial Account,AT008,Active,17-02-2006,,USD,EUR,1.07,N/A,TRUE,13-04-2021,Closed,Active,Book Value,09-10-2025,176779.92,USD,"0605 Devon Club Suite 864, Davidmouth, MO 98875-7772",51002 Angelica Hollow Apt. 755,Apt. 033,Davidmouth,MO,USA,98875-7772,98875,7772
BANK3315,Guzman-Powell,Brian Wu,1380981721,Mortgage Loan,AT011,Pending,19-03-2015,,USD,INR,4.52,N/A,FALSE,09-10-2022,Inactive,Pending,Principal Owed,09-10-2025,95289.97,USD,"334 Valerie Drive, West Davidmouth, WI 94752-2919",52296 Linda View,Apt. 854,West Davidmouth,WI,USA,94752-2919,94752,2919
BANK6602,West Group,Stephanie Peterson DDS,2942146044,Checking,AT001,Matured,18-11-2008,,USD,GBP,5.19,N/A,FALSE,25-09-2024,Matured,Matured,Final Balance,09-10-2025,146384.69,USD,"1497 Mark Greens Suite 879, North Danielview, MO 42404-7098",445 Stein Gardens Suite 854,,North Danielview,MO,USA,42404-7098,42404,7098
BANK7654,Juarez-Obrien,Joyce Roman,5299938005,Checking,AT001,Pending,12-08-2014,,USD,USD,5.91,Variable,FALSE,01-02-2023,Inactive,Pending,Principal Owed,09-10-2025,110936.15,USD,"67627 Matthew Prairie, Briannaport, DC 41069-9236",7173 Martin Freeway,,Briannaport,DC,USA,41069-9236,41069,9236
BANK5656,Griffin-Jordan,Regina Keller,6480090891,CD (Certificate of Deposit),AT003,Active,01-12-2019,,USD,CAD,1.33,Fixed,FALSE,25-08-2024,Closed,Active,Book Value,09-10-2025,109026.78,USD,"316 Schmidt Rapid Apt. 181, East Johnview, TX 36895-6209",817 Martin Crescent,,East Johnview,TX,USA,36895-6209,36895,6209
BANK1674,Strickland-Cole,Michael Hamilton,6689282664,Money Market,AT007,Matured,15-09-2009,,USD,GBP,2.59,Fixed,TRUE,25-05-2023,Matured,Matured,Final Balance,09-10-2025,14704.16,USD,"911 Peterson Glen Apt. 684, West Josephland, KY 68294-9058",5546 Joshua Plains Suite 049,,West Josephland,KY,USA,68294-9058,68294,9058
BANK5534,Clay-Manning,Linda Anderson,8596718400,Brokerage / Securities,AT004,Inactive,23-02-2015,,USD,USD,4.37,Fixed,FALSE,13-01-2021,Inactive,Inactive,Market Value,09-10-2025,160751.41,USD,"649 Douglas Plains Suite 755, Port Dennis, TN 62913-1468",434 Reed Prairie Apt. 742,Apt. 124,Port Dennis,TN,USA,62913-1468,62913,1468
BANK4957,"Moran, Salazar and Anderson",Christine Davis,3757382462,Credit Card Account,AT010,Matured,22-12-2019,,USD,CAD,7.35,Variable,TRUE,19-03-2024,Inactive,Matured,Final Balance,09-10-2025,3675.87,USD,"3222 Rich Knolls, West John, NY 69580-6234",802 Jason Place Suite 561,,West John,NY,USA,69580-6234,69580,6234
BANK8499,Williams Group,Ashley Howard,8749097503,Loan,AT006,Active,17-11-2022,,USD,USD,0.79,Fixed,TRUE,23-05-2025,Active,Active,Book Value,09-10-2025,67915.04,USD,"169 Jon Circles, North Sharon, KY 96533-4786",467 Anderson Lodge,Apt. 916,North Sharon,KY,USA,96533-4786,96533,4786
BANK7847,Turner-Dennis,Jamie Green,5214626251,Business Checking,AT005,Closed,05-05-2014,11-01-2019,USD,CAD,0.3,Variable,FALSE,07-04-2024,Active,Closed,Current Balance,09-10-2025,169713.11,USD,"47766 Christina Flat Suite 694, Meyershaven, OR 30211-5452",806 Nicholas Radial,Suite 549,Meyershaven,OR,USA,30211-5452,30211,5452
BANK3259,Rodriguez Group,Sarah Tate,8638587562,Loan,AT006,Matured,21-07-2020,,USD,USD,1.72,Variable,TRUE,14-05-2023,Inactive,Matured,Final Balance,09-10-2025,89455.53,USD,"1769 Suzanne Corner Suite 459, New Stephenland, NE 37849-8885",209 Christine Glen Apt. 463,,New Stephenland,NE,USA,37849-8885,37849,8885
BANK4080,Long-Miller,Mario Velez,3569959460,Brokerage / Securities,AT004,Closed,16-07-2020,22-08-2021,USD,GBP,2.44,Fixed,TRUE,14-03-2022,Active,Closed,Final Balance,09-10-2025,66821.6,USD,"5990 Patricia Court, Port Russellburgh, IN 37966-6581",40673 Katherine Crest,,Port Russellburgh,IN,USA,37966-6581,37966,6581
BANK6891,Adams Inc,Janet Gray,7640310492,Money Market,AT007,Matured,20-11-2017,,USD,GBP,7.99,Fixed,FALSE,24-08-2021,Inactive,Matured,Final Balance,09-10-2025,59465.1,USD,"203 Moore Union, North John, AS 19597-1337",092 Lang Stream,,North John,AS,USA,19597-1337,19597,1337
BANK7334,Guerra and Sons,Logan Rose,9400706886,Money Market,AT007,Inactive,04-11-2016,,USD,GBP,5.82,Fixed,FALSE,06-12-2021,Active,Inactive,Market Value,09-10-2025,98296.72,USD,"6427 Ronald Meadow, Wallacemouth, OK 14763-9216",15702 Burns Lake Suite 673,Suite 666,Wallacemouth,OK,USA,14763-9216,14763,9216
BANK3197,"Anderson, Hoffman and Perez",Anthony Mitchell,8796850391,Trust Account,AT009,Closed,16-01-2013,20-11-2013,USD,INR,3.64,Fixed,TRUE,05-09-2023,Inactive,Closed,Book Value,09-10-2025,87163.92,USD,"365 Garcia Views Apt. 878, Ellisberg, TX 10677-7899",91469 Kennedy Lock,,Ellisberg,TX,USA,10677-7899,10677,7899
BANK6582,Gomez Inc,Matthew Goodwin,2897551954,Trust Account,AT009,Pending,24-06-2010,,USD,INR,4.82,N/A,TRUE,12-11-2024,Matured,Pending,Available Balance,09-10-2025,37615.55,USD,"3744 Smith Freeway Apt. 665, West Connorville, CO 65857-7666",1254 Peters Turnpike Apt. 890,Suite 935,West Connorville,CO,USA,65857-7666,65857,7666
BANK5282,Stafford LLC,Laura Garcia,3199294571,Money Market,AT007,Closed,06-02-2018,06-07-2023,USD,GBP,6.21,Variable,FALSE,24-12-2023,Active,Closed,Book Value,09-10-2025,92499.73,USD,"38112 Kennedy Mall, Jacobshaven, GA 79933-2635",758 Walker Ranch,Apt. 448,Jacobshaven,GA,USA,79933-2635,79933,2635
BANK8973,Scott-Ramsey,William Williamson,7157233995,Trust Account,AT009,Active,01-09-2009,,USD,EUR,7.61,Variable,TRUE,06-09-2022,Active,Active,Market Value,09-10-2025,76719.08,USD,"3220 Savage Neck Apt. 827, Collinsfurt, KS 12954-6985",2681 Ronald Extensions Suite 493,Suite 310,Collinsfurt,KS,USA,12954-6985,12954,6985
BANK4056,Stout PLC,Brenda Hicks,4990929655,Business Checking,AT005,Matured,29-11-2012,,USD,CAD,5.18,Fixed,FALSE,30-09-2024,Pending,Matured,Market Value,09-10-2025,172729.95,USD,"1954 Phillip Meadows, Michaelshire, CT 29462-3724",50969 Daniel Cove Suite 868,Suite 065,Michaelshire,CT,USA,29462-3724,29462,3724
BANK5924,Cochran-Schmidt,Kirk Johnson,8669674238,Credit Card Account,AT010,Matured,26-11-2011,,USD,INR,5.44,Fixed,TRUE,14-03-2021,Matured,Matured,Current Balance,09-10-2025,85287.41,USD,"06277 Armstrong Pike Suite 149, Maddenfurt, MD 25126-7865",1500 Joshua Walks,,Maddenfurt,MD,USA,25126-7865,25126,7865
BANK9555,Nguyen Group,Brandon Davis,4691709263,CD (Certificate of Deposit),AT003,Active,07-01-2009,,USD,CAD,5.31,Variable,FALSE,01-06-2024,Active,Active,Principal Owed,09-10-2025,148987.66,USD,"7721 Kimberly Islands Suite 157, Potterland, IA 45143-8610",32519 Gregory Neck,Apt. 741,Potterland,IA,USA,45143-8610,45143,8610
BANK1242,Mills-Brown,Trevor Lewis,4581784869,Business Checking,AT005,Matured,09-12-2017,,USD,GBP,0.28,N/A,TRUE,09-01-2023,Active,Matured,Final Balance,09-10-2025,48658.94,USD,"3983 Beard Underpass, North Keithshire, HI 85613-7822",482 Wu Trace,Apt. 262,North Keithshire,HI,USA,85613-7822,85613,7822
BANK8857,Hart-Vega,Victoria Adams,4913169532,Mortgage Loan,AT011,Closed,11-07-2011,28-11-2021,USD,USD,4.64,N/A,FALSE,08-09-2025,Matured,Closed,Available Balance,09-10-2025,74846.77,USD,"3026 Cooley Dale, Millerview, CA 68098-2327",6631 Joyce Passage,Suite 898,Millerview,CA,USA,68098-2327,68098,2327
BANK2549,Gonzalez LLC,Nicholas Parsons,3069310564,Brokerage / Securities,AT004,Active,08-05-2021,,USD,CAD,4.05,Variable,TRUE,06-06-2025,Inactive,Active,Current Balance,09-10-2025,111754.82,USD,"9889 Schwartz Square, Mcclainburgh, FL 72800-1167",3314 Kendra Gateway Suite 593,,Mcclainburgh,FL,USA,72800-1167,72800,1167
BANK9258,Pineda-Marks,Jeffery Mckay,8311216326,CD (Certificate of Deposit),AT003,Pending,28-08-2012,,USD,EUR,1.57,Fixed,FALSE,03-10-2021,Closed,Pending,Principal Owed,09-10-2025,175725.99,USD,"965 Ross Pine, Lake Danieltown, NV 14416-3241",6251 Hailey Key,,Lake Danieltown,NV,USA,14416-3241,14416,3241
BANK8342,Williams PLC,Carl Baird,4356881717,Mortgage Loan,AT011,Closed,27-02-2009,24-04-2010,USD,INR,5.36,Fixed,FALSE,01-04-2022,Closed,Closed,Available Balance,09-10-2025,191887.34,USD,"46989 Walton Highway, Darrellborough, NJ 30360-4742",60567 Shaw Heights Suite 759,,Darrellborough,NJ,USA,30360-4742,30360,4742
BANK7663,Peters-Merritt,Jessica Johnson,8378974427,Credit Card Account,AT010,Closed,14-11-2020,13-08-2025,USD,CAD,3.45,Variable,FALSE,26-11-2022,Active,Closed,Available Balance,09-10-2025,173139.26,USD,"705 Tony Crossroad Apt. 355, South Danny, AR 77089-1143",5508 Nichole Fort,Suite 436,South Danny,AR,USA,77089-1143,77089,1143
BANK9684,Ward Group,Lance Perez,7546242182,Checking,AT001,Matured,26-11-2012,,USD,GBP,4.82,Fixed,FALSE,22-10-2024,Active,Matured,Principal Owed,09-10-2025,139813.68,USD,"1463 Owen Circle Apt. 830, North Amyland, MH 87793-4418",54457 Berg Point Suite 721,,North Amyland,MH,USA,87793-4418,87793,4418
BANK5091,"Craig, Reyes and Brooks",Andrew Whitaker,4725792424,Trust Account,AT009,Active,22-12-2014,,USD,USD,2.76,Variable,FALSE,13-01-2022,Active,Active,Available Balance,09-10-2025,114596.24,USD,"777 Candace Manors, Coxside, MA 41985-1313",72423 Cummings Forges,,Coxside,MA,USA,41985-1313,41985,1313
BANK1879,Clark-Peters,Rebekah Garcia,2126747601,CD (Certificate of Deposit),AT003,Active,26-04-2013,,USD,EUR,2.81,Variable,TRUE,30-12-2024,Matured,Active,Principal Owed,09-10-2025,122550.51,USD,"70470 John Pass Apt. 070, South Sarah, GU 90506-7030",1380 Stephens Row,,South Sarah,GU,USA,90506-7030,90506,7030
BANK1383,"Garcia, Huang and Lewis",Jennifer Schaefer,1872122665,Trust Account,AT009,Matured,04-02-2015,,USD,USD,6.32,N/A,TRUE,01-04-2022,Active,Matured,Current Balance,09-10-2025,87366.89,USD,"2774 Mcdowell Valley, East Brenda, CT 67592-4319",1232 Dustin Row,Apt. 169,East Brenda,CT,USA,67592-4319,67592,4319
BANK8493,Sheppard-Dawson,Kyle Chandler,7467194390,Credit Card Account,AT010,Inactive,26-08-2011,,USD,USD,2.43,Fixed,FALSE,10-02-2021,Inactive,Inactive,Final Balance,09-10-2025,134279.35,USD,"0791 Heidi Station, Smithbury, GU 29952-9886",46245 Sullivan Vista Apt. 868,,Smithbury,GU,USA,29952-9886,29952,9886
BANK4717,"Woodward, Roth and Burton",Teresa Contreras,7857579200,Mortgage Loan,AT011,Inactive,13-09-2011,,USD,CAD,1.28,Fixed,FALSE,29-07-2024,Active,Inactive,Final Balance,09-10-2025,191440.53,USD,"9714 Fleming Camp, East Valeriefort, AL 17064-2690",145 Garner Meadow Suite 052,Suite 097,East Valeriefort,AL,USA,17064-2690,17064,2690
BANK7469,Powell Inc,Brittany Walls,2794402512,Money Market,AT007,Closed,03-05-2013,28-01-2015,USD,EUR,7.84,Fixed,FALSE,27-06-2023,Inactive,Closed,Market Value,09-10-2025,129322.53,USD,"7936 Jenkins River Apt. 356, West Jacob, FM 27617-5618",500 Hill Lake,,West Jacob,FM,USA,27617-5618,27617,5618
BANK7678,Roberts-Hall,Angela Avila MD,4050496477,Mortgage Loan,AT011,Active,03-11-2017,,USD,EUR,4.72,Variable,TRUE,28-09-2021,Closed,Active,Book Value,09-10-2025,50490.29,USD,"129 Robert Ports, Simpsonfurt, GU 49986-8682",1344 Rebecca Causeway,,Simpsonfurt,GU,USA,49986-8682,49986,8682
BANK4241,"Kelley, Watts and Hernandez",Robert Jackson,6098581122,Trust Account,AT009,Closed,30-03-2021,10-07-2023,USD,INR,7.46,Fixed,FALSE,21-09-2025,Matured,Closed,Final Balance,09-10-2025,173858.85,USD,"34843 Wesley Course, Colemouth, RI 34829-3943",58172 Ramirez Knolls Apt. 066,,Colemouth,RI,USA,34829-3943,34829,3943
